"","bathymetry","response","se.fit"
"1",-178.383865356445,0.749630588678297,0.385415937890521
"2",-171.924870741994,0.928593400187238,0.430630280574956
"3",-165.465876127544,1.14721188837038,0.4774745625742
"4",-159.006881513093,1.40974704000066,0.525405026592521
"5",-152.547886898643,1.71853350381677,0.574673451424276
"6",-146.088892284192,2.07268749879914,0.626803860317641
"7",-139.629897669742,2.46665504270937,0.6846600397839
"8",-133.170903055291,2.88882695540968,0.751491208568599
"9",-126.711908440841,3.32057205963408,0.82859139943671
"10",-120.25291382639,3.73613289729976,0.912428926967592
"11",-113.79391921194,4.10383131606139,0.993440096674679
"12",-107.334924597489,4.38888516799799,1.05801432545896
"13",-100.875929983039,4.55781002711587,1.09302968910627
"14",-94.416935368588,4.58390142646035,1.09125588736263
"15",-87.9579407541375,4.45953864463021,1.05777431821468
"16",-81.4989461396869,4.21555793211773,1.01300601281949
"17",-75.0399515252364,3.89429248826882,0.975327993350733
"18",-68.5809569107859,3.53596821891159,0.95163408896059
"19",-62.1219622963353,3.17389332763157,0.939193768227714
"20",-55.6629676818848,2.83255527415048,0.932190118658854
